name,recclass,surclass,mass (g),fall,date,year,reclat,reclong
Reckling Peak A80230,H5,H,58.2,Found,1/1/1980,1980,-76.21,158.51
Reckling Peak A80236,H5,H,15.6,Found,1/1/1980,1980,-76.21,158.52
Elephant Moraine 87805,H3.7,H,62.7,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87778,H3.9,H,161.7,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87823,H3.9,H,95.4,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87726,H3.9,H,82.5,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 82609,H4,H,325.5,Found,1/1/1982,1982,-76.18,157.17
Elephant Moraine 82616,H4,H,2.1,Found,1/1/1982,1982,-76.18,157.17
Elephant Moraine 87553,H4,H,682.2,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87663,H4,H,57.8,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 96288,H4,H,33.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96253,H4,H,15.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96310,H4,H,6.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96159,H4,H,4.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 99404,H4,H,339.6,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 96031,H4-an,H,414,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96037,H4-an,H,325.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96040,H4-an,H,276.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96047,H4-an,H,139.41,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96123,H4-an,H,8.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 82604,H5,H,1570.6,Found,1/1/1982,1982,-76.18,157.17
Elephant Moraine 82614,H5,H,8.4,Found,1/1/1982,1982,-76.18,157.17
Elephant Moraine 87550,H5,H,1639.8,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87545,H5,H,486.3,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87560,H5,H,389.9,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87579,H5,H,326.4,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87581,H5,H,216.9,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87790,H5,H,175.4,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87571,H5,H,162,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87821,H5,H,152.5,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87745,H5,H,123,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87695,H5,H,118.5,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87618,H5,H,62,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87689,H5,H,58.6,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87677,H5,H,54,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87699,H5,H,46.3,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87712,H5,H,35.4,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87859,H5,H,33,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87681,H5,H,32,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87643,H5,H,31,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87767,H5,H,27.9,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87787,H5,H,20.8,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87683,H5,H,10.9,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87687,H5,H,10.5,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87734,H5,H,7.2,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87718,H5,H,5.8,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 96043,H5,H,392.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96055,H5,H,205.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96050,H5,H,195.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96058,H5,H,185,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96093,H5,H,128.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96347,H5,H,115.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96212,H5,H,107.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96134,H5,H,97.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96247,H5,H,86.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96190,H5,H,60.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96192,H5,H,57.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96248,H5,H,44.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96246,H5,H,44.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96189,H5,H,31,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96181,H5,H,29.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96105,H5,H,21.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96244,H5,H,20,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96245,H5,H,14.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96133,H5,H,13.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96204,H5,H,12.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96075,H5,H,11.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96170,H5,H,11.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96257,H5,H,10.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96263,H5,H,8.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96201,H5,H,8.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96260,H5,H,7.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96254,H5,H,6.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96086,H5,H,4.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96115,H5,H,4.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96059,H5,H,4.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96182,H5,H,4.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96297,H5,H,2.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96168,H5,H,2.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 99401,H5,H,604.6,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99412,H5,H,250,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99422,H5,H,240,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99416,H5,H,187.7,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99413,H5,H,172.7,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99423,H5,H,169.5,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99414,H5,H,121,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99406,H5,H,112.9,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99415,H5,H,98.2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99417,H5,H,89.2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99421,H5,H,65.7,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99428,H5,H,63.8,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99425,H5,H,61.9,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99456,H5,H,41.8,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99427,H5,H,38.8,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99426,H5,H,31.6,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99431,H5,H,26.4,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99454,H5,H,25,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99429,H5,H,20.9,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99451,H5,H,19.3,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99432,H5,H,18.2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99446,H5,H,15.1,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99452,H5,H,14.6,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99449,H5,H,10.9,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99448,H5,H,7,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99445,H5,H,4.9,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99438,H5,H,1.5,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99442,H5,H,0.3,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 82610,H6,H,42.1,Found,1/1/1982,1982,-76.18,157.17
Elephant Moraine 82615,H6,H,29.3,Found,1/1/1982,1982,-76.18,157.17
Elephant Moraine 87546,H6,H,2018.2,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87543,H6,H,1761.9,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87562,H6,H,308.3,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87563,H6,H,300.4,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87592,H6,H,89.7,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87602,H6,H,76.7,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87757,H6,H,54.8,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87824,H6,H,20.1,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87591,H6,H,19.6,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87785,H6,H,14.1,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87713,H6,H,3.5,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87816,H6,H,3.3,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87751,H6,H,3.2,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87662,H6,H,2.5,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87837,H6,H,1.6,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87692,H6,H,1.4,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87793,H6,H,1.3,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87834,H6,H,0.8,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 87786,H6,H,0.6,Found,1/1/1987,1987,-76.18,157.17
Elephant Moraine 90051,H6,H,715.4,Found,1/1/1990,1990,-76.18,157.17
Elephant Moraine 96027,H6,H,2038.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96023,H6,H,897,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96025,H6,H,385.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96041,H6,H,280.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96033,H6,H,237,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96030,H6,H,234.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96062,H6,H,122.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96139,H6,H,122.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96186,H6,H,101.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96251,H6,H,100.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96348,H6,H,86.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96063,H6,H,83.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96231,H6,H,73.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96338,H6,H,62.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96250,H6,H,50.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96315,H6,H,46.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96249,H6,H,40.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96143,H6,H,35.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96165,H6,H,25,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96242,H6,H,23,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96278,H6,H,22.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96178,H6,H,21.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96283,H6,H,19.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96162,H6,H,16.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96302,H6,H,15.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96087,H6,H,13.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96073,H6,H,9.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96067,H6,H,8.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96180,H6,H,8.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96128,H6,H,6.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96099,H6,H,5.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96269,H6,H,5.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96334,H6,H,5.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96069,H6,H,5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96199,H6,H,4.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96300,H6,H,4.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96082,H6,H,4.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96081,H6,H,4.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96280,H6,H,4.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96342,H6,H,3.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96154,H6,H,3.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96264,H6,H,3.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96065,H6,H,3.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96220,H6,H,2.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96344,H6,H,2.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96296,H6,H,2.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96318,H6,H,2.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96070,H6,H,2.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96307,H6,H,2.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96164,H6,H,2.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96147,H6,H,2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96142,H6,H,1.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96072,H6,H,1.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96108,H6,H,1.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96151,H6,H,1.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96175,H6,H,1.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96306,H6,H,1.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96228,H6,H,1.2,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96194,H6,H,1.1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96209,H6,H,1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96265,H6,H,1,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96079,H6,H,0.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96125,H6,H,0.9,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96291,H6,H,0.8,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96071,H6,H,0.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96113,H6,H,0.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96191,H6,H,0.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96301,H6,H,0.7,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96112,H6,H,0.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96163,H6,H,0.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96187,H6,H,0.6,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96114,H6,H,0.5,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96237,H6,H,0.4,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 96198,H6,H,0.3,Found,1/1/1996,1996,-76.18,157.17
Elephant Moraine 99411,H6,H,223.8,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99433,H6,H,12.2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99436,H6,H,4.2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99441,H6,H,2.2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99435,H6,H,2,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 99447,H6,H,1,Found,1/1/1999,1999,-76.18,157.17
Elephant Moraine 92119,H5,H,32.1,Found,1/1/1992,1992,-76.1,156.17
Elephant Moraine 92071,H5,H,4.4,Found,1/1/1992,1992,-76.09,156
Elephant Moraine 92083,H5,H,26.2,Found,1/1/1992,1992,-76.09,156.17
Elephant Moraine 92127,H5,H,1.2,Found,1/1/1992,1992,-76.08,156.02
Elephant Moraine 92114,H6,H,2,Found,1/1/1992,1992,-76.07,156.02
Elephant Moraine 92191,H6,H,17.8,Found,1/1/1992,1992,-76.06,155.98
Elephant Moraine 92057,H5,H,52.6,Found,1/1/1992,1992,-76.06,156.03
Elephant Moraine 92044,H5,H,139.7,Found,1/1/1992,1992,-76.06,156.28
Elephant Moraine 92064,H5,H,71.4,Found,1/1/1992,1992,-76.06,156.31
Elephant Moraine 92115,H5,H,22.1,Found,1/1/1992,1992,-76.06,156.34
Elephant Moraine 92047,H5,H,134.9,Found,1/1/1992,1992,-76.05,155.97
Elephant Moraine 92056,H6,H,67.4,Found,1/1/1992,1992,-76.05,156.06
Elephant Moraine 87547,H6,H,1223.2,Found,1/1/1987,1987,-76.05,156.1
Elephant Moraine 92113,H6,H,2.9,Found,1/1/1992,1992,-76.05,156.16
Elephant Moraine 92040,H5,H,426.2,Found,1/1/1992,1992,-76.05,156.27
Elephant Moraine 92075,H5,H,4.7,Found,1/1/1992,1992,-76.05,156.34
Elephant Moraine 92129,H5,H,3.8,Found,1/1/1992,1992,-76.05,156.34
Elephant Moraine 92124,H5,H,1.9,Found,1/1/1992,1992,-76.05,156.36
Elephant Moraine 87552,H6,H,535.1,Found,1/1/1987,1987,-76.05,156.36
Elephant Moraine 92122,H5,H,14.5,Found,1/1/1992,1992,-76.05,156.42
Elephant Moraine 87772,H5,H,23.9,Found,1/1/1987,1987,-76.05,156.43
Elephant Moraine 87551,H5,H,476,Found,1/1/1987,1987,-76.05,156.44
Elephant Moraine 92123,H5,H,7.7,Found,1/1/1992,1992,-76.05,156.45
Elephant Moraine 92088,H5,H,15.1,Found,1/1/1992,1992,-76.05,156.46
Elephant Moraine 87822,H5,H,96.2,Found,1/1/1987,1987,-76.05,156.48
Elephant Moraine 87755,H5,H,88.4,Found,1/1/1987,1987,-76.05,156.48
Elephant Moraine 92135,H6,H,17.6,Found,1/1/1992,1992,-76.04,155.9
Elephant Moraine 92193,H6,H,22000,Found,1/1/1992,1992,-76.04,155.94
Elephant Moraine 87539,H5,H,2928.5,Found,1/1/1987,1987,-76.04,156.07
Elephant Moraine 92112,H6,H,0.4,Found,1/1/1992,1992,-76.04,156.08
Elephant Moraine 87808,H4,H,6.6,Found,1/1/1987,1987,-76.04,156.09
Elephant Moraine 87781,H5,H,10.8,Found,1/1/1987,1987,-76.04,156.1
Elephant Moraine 87575,H6,H,396,Found,1/1/1987,1987,-76.04,156.12
Elephant Moraine 92038,H5,H,731.4,Found,1/1/1992,1992,-76.04,156.13
Elephant Moraine 92084,H5,H,5.8,Found,1/1/1992,1992,-76.04,156.13
Elephant Moraine 92111,H6,H,16.5,Found,1/1/1992,1992,-76.04,156.13
Elephant Moraine 92066,H5,H,65.3,Found,1/1/1992,1992,-76.04,156.2
Elephant Moraine 92076,H6,H,1.4,Found,1/1/1992,1992,-76.04,156.24
Elephant Moraine 92033,H5,H,735.6,Found,1/1/1992,1992,-76.03,156.01
Elephant Moraine 92077,H5,H,11.4,Found,1/1/1992,1992,-76.03,156.03
Elephant Moraine 92035,H5,H,646.4,Found,1/1/1992,1992,-76.02,155.7
Elephant Moraine 92132,H6,H,11.2,Found,1/1/1992,1992,-76.02,155.97
Elephant Moraine 92157,H5,H,6.4,Found,1/1/1992,1992,-76.01,155.85
Elephant Moraine 92045,H5,H,239.6,Found,1/1/1992,1992,-75.99,155.57
Outpost Nunatak A80301,H3.8,H,35.5,Found,1/1/1980,1980,-75.83,158.2
David Glacier 92303,H5,H,7.3,Found,1/1/1992,1992,-75.32,162
David Glacier 92304,H6,H,4.7,Found,1/1/1992,1992,-75.32,162
Grove Mountains 050016,H3,H,0.63,Found,1/1/2006,2006,-73.11,75.1
Grove Mountains 050010,H5,H,4.58,Found,1/1/2006,2006,-73.11,75.2
Grove Mountains 050185,H6,H,2.25,Found,1/1/2006,2006,-73.11,75.2
Grove Mountains 050031,H4,H,31.59,Found,1/1/2006,2006,-73.1,75.17
Grove Mountains 020004,H4,H,2.24,Found,1/1/2002,2002,-73.1,75.18
Grove Mountains 020016,H3,H,1.53,Found,1/1/2002,2002,-73.1,75.2
Grove Mountains 020008,H4,H,6.17,Found,1/1/2002,2002,-73.1,75.21
Grove Mountains 050076,H5,H,1.18,Found,1/1/2006,2006,-73.09,75.16
Grove Mountains 050009,H3,H,2.58,Found,1/1/2006,2006,-73.09,75.19
Grove Mountains 020007,H4,H,25.94,Found,1/1/2002,2002,-73.09,75.19
Grove Mountains 020018,H5,H,2.5,Found,1/1/2002,2002,-73.09,75.19
Grove Mountains 020009,H5,H,2.11,Found,1/1/2002,2002,-73.09,75.19
Grove Mountains 020022,H4,H,3.4,Found,1/1/2002,2002,-73.09,75.21
Grove Mountains 020023,H5,H,2.69,Found,1/1/2002,2002,-73.09,75.21
Grove Mountains 020031,H6,H,1.93,Found,1/1/2002,2002,-73.09,75.22
Grove Mountains 050080,H5,H,1.33,Found,1/1/2006,2006,-73.09,75.23
Grove Mountains 050073,H6,H,2.41,Found,1/1/2006,2006,-73.08,75.15
Grove Mountains 99028,H4,H,3.56,Found,1/1/2000,2000,-73.08,75.2
Grove Mountains 99006,H4,H,2.55,Found,1/1/2000,2000,-73.08,75.2
Grove Mountains 99011,H4,H,1.39,Found,1/1/2000,2000,-73.08,75.2
Grove Mountains 99025,H5,H,4.17,Found,1/1/2000,2000,-73.08,75.2
Grove Mountains 99009,H6,H,20.91,Found,1/1/2000,2000,-73.08,75.2
Grove Mountains 99010,H6,H,0.93,Found,1/1/2000,2000,-73.08,75.2
Grove Mountains 020024,H5,H,8.09,Found,1/1/2002,2002,-73.08,75.21
Grove Mountains 020026,H5,H,12,Found,1/1/2002,2002,-73.08,75.26
Grove Mountains 050021,H5,H,2.88,Found,1/1/2006,2006,-73.08,75.26
Grove Mountains 050095,H6,H,1.55,Found,1/1/2006,2006,-73.08,75.26
Grove Mountains 050022,H5,H,3.58,Found,1/1/2006,2006,-73.07,75.18
Grove Mountains 020030,H4,H,0.5,Found,1/1/2002,2002,-73.07,75.27
Grove Mountains 020054,H3,H,2.16,Found,1/1/2003,2003,-73.02,75.19
Grove Mountains 051564,H3,H,47.92,Found,1/1/2006,2006,-73.02,75.19
Grove Mountains 051537,H4,H,20.49,Found,1/1/2006,2006,-73.02,75.26
Grove Mountains 020052,H5,H,12.1,Found,1/1/2003,2003,-73.02,75.26
Grove Mountains 020042,H4,H,2.16,Found,1/1/2003,2003,-73.01,75.19
Grove Mountains 051550,H4,H,2.43,Found,1/1/2006,2006,-73.01,75.23
Grove Mountains 020078,H4,H,20,Found,1/1/2003,2003,-73.01,75.27
Grove Mountains 050081,H5,H,3.49,Found,1/1/2006,2006,-73,75.17
Grove Mountains 050092,H6,H,1.07,Found,1/1/2006,2006,-73,75.17
Grove Mountains 055356,H-metal,H,1.38,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050025,H3,H,1.77,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050028,H4,H,8.91,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050011,H4,H,7.34,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050040,H4,H,5.17,Found,1/1/2006,2006,-73,75.19
Grove Mountains 054651,H4,H,3.95,Found,1/1/2006,2006,-73,75.19
Grove Mountains 054855,H4,H,0.72,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050027,H5,H,69.28,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050093,H5,H,4.97,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050074,H5,H,3.24,Found,1/1/2006,2006,-73,75.19
Grove Mountains 054636,H5,H,1.53,Found,1/1/2006,2006,-73,75.19
Grove Mountains 054791,H5,H,0.52,Found,1/1/2006,2006,-73,75.19
Grove Mountains 050039,H6,H,1.82,Found,1/1/2006,2006,-73,75.19
Grove Mountains 020070,H4,H,7.91,Found,1/1/2003,2003,-73,75.2
Grove Mountains 020100,H4,H,7.25,Found,1/1/2003,2003,-73,75.2
Grove Mountains 021608,H4,H,1.56,Found,1/1/2003,2003,-73,75.2
Grove Mountains 024517,H5,H,40.5,Found,1/1/2003,2003,-73,75.2
Grove Mountains 020076,H5,H,37.3,Found,1/1/2003,2003,-73,75.2
Grove Mountains 020048,H5,H,8.5,Found,1/1/2003,2003,-73,75.2
Grove Mountains 020071,H5,H,4.51,Found,1/1/2003,2003,-73,75.2
Grove Mountains 020055,H5,H,3.01,Found,1/1/2003,2003,-73,75.2
Grove Mountains 051581,H5,H,2.16,Found,1/1/2006,2006,-73,75.2
Grove Mountains 020072,H6,H,13,Found,1/1/2003,2003,-73,75.2
Grove Mountains 021607,H6,H,0.6,Found,1/1/2003,2003,-73,75.2
Grove Mountains 020074,H4,H,1.48,Found,1/1/2003,2003,-73,75.21
Grove Mountains 020083,H4,H,1.12,Found,1/1/2003,2003,-73,75.21
Grove Mountains 051524,H4,H,262,Found,1/1/2006,2006,-73,75.21
Grove Mountains 020050,H5,H,3.13,Found,1/1/2003,2003,-73,75.21
Grove Mountains 020092,H5,H,1.26,Found,1/1/2003,2003,-73,75.21
Grove Mountains 050041,H5,H,3.49,Found,1/1/2006,2006,-73,75.21
Grove Mountains 020075,H6,H,32.2,Found,1/1/2003,2003,-73,75.21
Grove Mountains 020093,H6,H,1.06,Found,1/1/2003,2003,-73,75.21
Grove Mountains 020227,H4,H,1.1,Found,1/1/2003,2003,-73,75.22
Grove Mountains 020082,H5,H,8.7,Found,1/1/2003,2003,-73,75.22
Grove Mountains 020102,H5,H,4.23,Found,1/1/2003,2003,-73,75.22
