name,recclass,surclass,mass (g),fall,date,year,reclat,reclong
Aus,L,L,30.2,Found,,,-26.67,16.25
Cockarrow Creek,L6,L,429,Found,1/1/1970,1970,-26.67,120.17
Millrose,L6,L,7464,Found,1/1/1984,1984,-26.33,121
Mafra,L3-4,L,600,Fell,1/1/1941,1941,-26.17,-49.93
Rio Negro,L4,L,1310,Fell,1/1/1934,1934,-26.1,-49.8
Doolgunna,L,L,20,Found,1/1/1967,1967,-25.93,119.3
Juderina Spring,L6,L,2198,Found,1/1/1990,1990,-25.92,119.3
Mount Leake,L5,L,3667,Found,1/1/1998,1998,-25.88,119.07
Poeppel Corner,L6,L,277,Found,1/1/1980,1980,-25.78,137.93
Tenham,L6,L,160000,Fell,1/1/1879,1879,-25.73,142.95
Leeuwfontein,L6,L,460,Fell,1/1/1912,1912,-25.67,28.37
Wooramel,L5,L,71000,Found,1/1/1969,1969,-25.65,114.22
San Juan 001,L5,L,1229,Found,1/1/2001,2001,-25.58,-69.8
San Juan 064,L6,L,656,Found,1/1/2010,2010,-25.58,-69.78
San Juan 066,L6,L,441,Found,1/1/2010,2010,-25.58,-69.78
San Juan 059,L5,L,168,Found,1/1/2010,2010,-25.45,-69.88
San Juan 057,L6,L,263,Found,1/1/2010,2010,-25.45,-69.88
San Juan 014,L6,L,134,Found,1/1/2008,2008,-25.45,-69.87
San Juan 004,L4,L,229.304,Found,1/1/2007,2007,-25.45,-69.86
San Juan 052,L3,L,49,Found,1/1/2009,2009,-25.44,-69.89
San Juan 031,L3,L,218,Found,1/1/2008,2008,-25.44,-69.88
San Juan 018,L5,L,17.2,Found,1/1/2008,2008,-25.44,-69.88
San Juan 037,L5,L,11.4,Found,1/1/2009,2009,-25.44,-69.88
San Juan 036,L6,L,27.6,Found,1/1/2009,2009,-25.44,-69.88
San Juan 013,L3,L,145,Found,1/1/2008,2008,-25.44,-69.87
San Juan 015,L6,L,349,Found,1/1/2008,2008,-25.44,-69.87
San Juan 026,L6,L,307,Found,1/1/2008,2008,-25.44,-69.87
San Juan 019,L6,L,181,Found,1/1/2008,2008,-25.44,-69.87
San Juan 022,L6,L,86.3,Found,1/1/2008,2008,-25.44,-69.87
San Juan 024,L6,L,15.2,Found,1/1/2008,2008,-25.44,-69.87
San Juan 034,L6,L,814,Found,1/1/2009,2009,-25.44,-69.87
San Juan 054,L4,L,238,Found,1/1/2010,2010,-25.44,-69.86
San Juan 056,L5,L,85,Found,1/1/2010,2010,-25.44,-69.86
San Juan 061,L5,L,1.3,Found,1/1/2010,2010,-25.44,-69.86
San Juan 039,L6,L,38.5,Found,1/1/2009,2009,-25.37,-69.9
Dalgety Downs,L4,L,257000,Found,1/1/1941,1941,-25.33,116.18
Catalina 010,L~5,L,329,Found,1/1/2010,2010,-25.23,-69.72
Catalina 025,L~6,L,39,Found,1/1/2009,2009,-25.23,-69.72
Catalina 031,L~6,L,1178,Found,1/1/2010,2010,-25.23,-69.72
Catalina 033,L~6,L,211,Found,1/1/2010,2010,-25.23,-69.72
Catalina 015,L5,L,239,Found,1/1/2009,2009,-25.23,-69.72
Catalina 027,L6,L,2408,Found,1/1/2010,2010,-25.23,-69.72
Catalina 020,L6,L,2084,Found,1/1/2010,2010,-25.23,-69.72
Catalina 018,L6,L,1018,Found,1/1/2010,2010,-25.23,-69.72
St. Francis Bay,L6,L,531.6,Found,1/1/1976,1976,-25.07,14.88
Paposo 002,L/LL4,L,2407,Found,1/1/2011,2011,-25,-70.47
Paposo 004,L3.1,L,8250,Found,1/1/2011,2011,-25,-70.47
El Médano 173,L~6,L,448,Found,1/1/2011,2011,-24.85,-70.53
El Médano 174,L~6,L,434,Found,1/1/2011,2011,-24.85,-70.53
El Médano 175,L~6,L,147,Found,1/1/2011,2011,-24.85,-70.53
El Médano 170,L4,L,3893,Found,1/1/2011,2011,-24.85,-70.53
El Médano 075,L4,L,186,Found,1/1/2011,2011,-24.85,-70.53
El Médano 162,L4,L,147,Found,1/1/2011,2011,-24.85,-70.53
El Médano 144,L4,L,87,Found,1/1/2011,2011,-24.85,-70.53
El Médano 077,L4,L,72,Found,1/1/2011,2011,-24.85,-70.53
El Médano 029,L5,L,392,Found,1/1/2010,2010,-24.85,-70.53
El Médano 028,L5,L,141,Found,1/1/2010,2010,-24.85,-70.53
El Médano 136,L5,L,57,Found,1/1/2011,2011,-24.85,-70.53
El Médano 166,L5,L,42,Found,1/1/2011,2011,-24.85,-70.53
El Médano 097,L5-6,L,229,Found,1/1/2011,2011,-24.85,-70.53
El Médano 122,L5/6,L,55,Found,1/1/2011,2011,-24.85,-70.53
El Médano 005,L6,L,582,Found,1/1/2010,2010,-24.85,-70.53
El Médano 017,L6,L,156,Found,1/1/2010,2010,-24.85,-70.53
El Médano 026,L6,L,154,Found,1/1/2010,2010,-24.85,-70.53
El Médano 023,L6,L,115,Found,1/1/2010,2010,-24.85,-70.53
El Médano 037,L6,L,111,Found,1/1/2010,2010,-24.85,-70.53
El Médano 020,L6,L,102,Found,1/1/2010,2010,-24.85,-70.53
El Médano 009,L6,L,65,Found,1/1/2010,2010,-24.85,-70.53
El Médano 016,L6,L,57,Found,1/1/2010,2010,-24.85,-70.53
El Médano 008,L6,L,33,Found,1/1/2010,2010,-24.85,-70.53
El Médano 002,L6,L,12,Found,1/1/2010,2010,-24.85,-70.53
El Médano 078,L6,L,1228,Found,1/1/2011,2011,-24.85,-70.53
El Médano 154,L6,L,1047,Found,1/1/2011,2011,-24.85,-70.53
El Médano 141,L6,L,752,Found,1/1/2011,2011,-24.85,-70.53
El Médano 128,L6,L,556,Found,1/1/2011,2011,-24.85,-70.53
El Médano 089,L6,L,296,Found,1/1/2011,2011,-24.85,-70.53
El Médano 169,L6,L,228,Found,1/1/2011,2011,-24.85,-70.53
El Médano 156,L6,L,161,Found,1/1/2011,2011,-24.85,-70.53
El Médano 098,L6,L,135,Found,1/1/2011,2011,-24.85,-70.53
El Médano 125,L6,L,93,Found,1/1/2011,2011,-24.85,-70.53
El Médano 135,L6,L,71,Found,1/1/2011,2011,-24.85,-70.53
El Médano 176,L6,L,64,Found,1/1/2011,2011,-24.85,-70.53
El Médano 150,L6,L,56,Found,1/1/2011,2011,-24.85,-70.53
El Médano 165,L6,L,53,Found,1/1/2011,2011,-24.85,-70.53
El Médano 117,L6,L,52,Found,1/1/2011,2011,-24.85,-70.53
El Médano 070,L6,L,51,Found,1/1/2011,2011,-24.85,-70.53
El Médano 044,L6,L,44.4,Found,1/1/2011,2011,-24.85,-70.53
El Médano 130,L6,L,43.6,Found,1/1/2011,2011,-24.85,-70.53
El Médano 113,L6,L,37,Found,1/1/2011,2011,-24.85,-70.53
El Médano 094,L6,L,35.3,Found,1/1/2011,2011,-24.85,-70.53
El Médano 051,L6,L,28.9,Found,1/1/2011,2011,-24.85,-70.53
El Médano 129,L6,L,27.8,Found,1/1/2011,2011,-24.85,-70.53
El Médano 080,L6,L,24.5,Found,1/1/2011,2011,-24.85,-70.53
El Médano 042,L6,L,22.6,Found,1/1/2011,2011,-24.85,-70.53
El Médano 062,L6,L,22,Found,1/1/2011,2011,-24.85,-70.53
El Médano 142,L6,L,20.5,Found,1/1/2011,2011,-24.85,-70.53
El Médano 067,L6,L,20.4,Found,1/1/2011,2011,-24.85,-70.53
El Médano 163,L6,L,20.4,Found,1/1/2011,2011,-24.85,-70.53
El Médano 147,L6,L,19.9,Found,1/1/2011,2011,-24.85,-70.53
El Médano 101,L6,L,19.1,Found,1/1/2011,2011,-24.85,-70.53
El Médano 090,L6,L,18.8,Found,1/1/2011,2011,-24.85,-70.53
El Médano 138,L6,L,17.9,Found,1/1/2011,2011,-24.85,-70.53
El Médano 159,L6,L,12.3,Found,1/1/2011,2011,-24.85,-70.53
El Médano 088,L6,L,10.1,Found,1/1/2011,2011,-24.85,-70.53
El Médano 168,L6,L,6.7,Found,1/1/2011,2011,-24.85,-70.53
Los Vientos 022,L~6,L,663,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 025,L~6,L,506,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 024,L~6,L,333,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 026,L~6,L,203,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 021,L~6,L,161,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 027,L~6,L,131,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 002,L6,L,30750,Found,1/1/2010,2010,-24.68,-69.77
Los Vientos 018,L6,L,308,Found,1/1/2010,2010,-24.68,-69.77
Los Vientos 023,L6,L,7090,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 014,L6,L,565,Found,1/1/2011,2011,-24.68,-69.77
Los Vientos 011,L6,L,300,Found,1/1/2011,2011,-24.68,-69.77
Caleta el Cobre 013,L4,L,105,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 009,L4,L,95,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 010,L4,L,47,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 012,L4,L,17,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 006,L6,L,179,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 015,L6,L,115,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 011,L6,L,32,Found,1/1/2010,2010,-24.25,-70.52
Caleta el Cobre 007,L6,L,24,Found,1/1/2010,2010,-24.25,-70.52
Pampa de Agua Blanca,L6,L,10,Found,1/1/1916,1916,-24.17,-69.83
Little Minnie Creek,L4,L,357,Found,1/1/1997,1997,-24.14,115.87
Rincon,L6,L,249.4,Found,1/1/1995,1995,-23.87,-67.18
Salar de Atacama,L6,L,223,Found,1/1/2008,2008,-23.83,-68.57
La Yesera 003,L4,L,447,Found,1/1/2003,2003,-23.29,-70.47
La Yesera 004,L6,L,1489,Found,1/1/2003,2003,-23.29,-70.47
Pampa de Mejillones 007,L6,L,1075,Found,1/1/2003,2003,-23.23,-70.46
Pampa de Mejillones 014,L/LL4-6,L,3650,Found,1/1/2006,2006,-23.23,-70.42
Pampa de Mejillones 006,L5,L,67,Found,1/1/2003,2003,-23.21,-70.45
Pampa de Mejillones 004,L6,L,3155,Found,1/1/2003,2003,-23.2,-70.45
Pampa de Mejillones 010,L5,L,360,Found,1/1/2004,2004,-23.2,-70.44
Pampa (c),L4,L,25000,Found,1/1/1986,1986,-23.2,-70.43
Pampa (b),L4/5,L,10000,Found,1/1/1986,1986,-23.2,-70.43
Pampa (d),L5,L,12800,Found,1/1/1986,1986,-23.2,-70.43
Pampa (a),L6,L,380,Found,1/1/1986,1986,-23.2,-70.43
Pampa (e),L6,L,10000,Found,1/1/1987,1987,-23.2,-70.43
Pampa (f),L4/5,L,1300,Found,1/1/2000,2000,-23.18,-70.43
Pampa (g),L5,L,2900,Found,1/1/2000,2000,-23.18,-70.43
Pampa de Mejillones 001,L5,L,635,Found,1/1/1999,1999,-23.16,-70.47
Pampa de Mejillones 011,L5,L,46,Found,1/1/2004,2004,-23.14,-70.49
Palca de Aparzo,L5,L,1430,Fell,1/1/1988,1988,-23.12,-65.1
Rooikop 003,L4/5,L,902,Found,1/1/1991,1991,-23.08,14.72
Rooikop 002,L5,L,903,Found,1/1/1991,1991,-23.08,14.72
Varre-Sai,L5,L,2500,Fell,1/1/2010,2010,-20.85,-41.73
Mauritius,L6,L,220,Fell,1/1/1801,1801,-20,57
Patrimonio,L6,L,2121,Fell,1/1/1950,1950,-19.53,-48.57
Paranaiba,L6,L,100000,Fell,1/1/1956,1956,-19.13,-51.67
Minas Gerais,L6,L,1224,Found,1/1/1888,1888,-18.5,-44
Ovambo,L6,L,121.5,Fell,1/1/1900,1900,-18,16
Chitado,L6,L,,Fell,1/1/1966,1966,-17.35,13.97
Monze,L6,L,,Fell,1/1/1950,1950,-15.97,27.35
Machinga,L6,L,93200,Fell,1/1/1981,1981,-15.21,35.24
Zomba,L6,L,7500,Fell,1/1/1899,1899,-15.18,35.28
Maromandia,L6,L,6000,Fell,1/1/2002,2002,-14.2,48.1
Rio do Pires,L6,L,118,Found,1/1/1991,1991,-13.12,-42.29
Rupota,L4-6,L,6000,Fell,1/1/1949,1949,-10.27,38.77
Madiun,L6,L,400,Fell,1/1/1935,1935,-7.75,111.53
Kediri,L4,L,3300,Fell,1/1/1940,1940,-7.75,112.02
Tambakwatu,L6,L,10500,Fell,1/1/1975,1975,-7.75,112.77
Jumapalo,L6,L,32490,Fell,1/1/1984,1984,-7.72,111.2
Campos Sales,L5,L,23680,Fell,1/1/1991,1991,-7.03,-40.17
Cilimus,L5,L,1600,Fell,1/1/1979,1979,-6.95,108.1
Tjerebon,L5,L,16500,Fell,1/1/1922,1922,-6.67,106.58
Duruma,L6,L,577,Fell,1/1/1853,1853,-4,39.5
Daule,L5,L,6580,Fell,1/1/2008,2008,-1.87,-79.96
Ruhobobo,L6,L,465.5,Fell,1/1/1976,1976,-1.45,29.83
Maziba,L6,L,4975,Fell,1/1/1942,1942,-1.22,30
Thika,L6,L,14200,Fell,1/1/2011,2011,-1,37.15
Mbale,L5/6,L,150000,Fell,1/1/1992,1992,1.07,34.17
Ergheo,L5,L,20000,Fell,1/1/1889,1889,1.17,44.17
Alberta,L,L,625,Fell,1/1/1949,1949,2,22.67
Mount Moroto,L6,L,752,Found,1/1/1995,1995,2.5,34.75
Awere,L4,L,134,Fell,1/1/1968,1968,2.72,32.83
Ohuma,L5,L,7700,Fell,1/1/1963,1963,6.75,8.5
Kalugalatenna,L6,L,4000,Found,1/1/2003,2003,7.32,80.55
Valera,L5,L,50000,Fell,1/1/1972,1972,9.32,-70.63
Mulletiwu,L,L,25.5,Fell,1/1/1795,1795,9.33,80.83
Malakal,L5,L,2000,Fell,1/1/1970,1970,9.5,31.75
Nejo,L6,L,2450,Fell,1/1/1970,1970,9.5,35.33
Git-Git,L6,L,480,Fell,1/1/1947,1947,9.6,9.92
Tuan Tuc,L6,L,13100,Fell,1/1/1921,1921,9.67,105.67
Cranganore,L6,L,1460,Fell,1/1/1917,1917,10.2,76.27
Kuttippuram,L6,L,45000,Fell,1/1/1914,1914,10.83,76.03
Pê,L6,L,,Fell,1/1/1989,1989,11.33,-3.54
Katagum,L6,L,1500,Fell,1/1/1999,1999,11.33,10.08
Pnompehn,L6,L,96,Fell,1/1/1868,1868,11.58,104.92
Kakangari,K3,K,350,Fell,1/1/1890,1890,12.38,78.52
Muddoor,L5,L,4400,Fell,1/1/1865,1865,12.63,77.02
Gashua,L6,L,4162,Fell,1/1/1984,1984,12.85,11.03
Ouadangou,L5,L,4440,Fell,1/1/2003,2003,12.9,0.08
Karewar,L6,L,180,Fell,1/1/1949,1949,12.9,7.15
Dosso,L6,L,1250,Fell,1/1/1962,1962,13.05,3.17
Umm Ruaba,L5,L,1700,Fell,1/1/1966,1966,13.47,31.22
Guibga,L5,L,288,Fell,1/1/1972,1972,13.5,-0.68
Nakhon Pathom,L6,L,23200,Fell,1/1/1923,1923,13.73,100.08
Gurram Konda,L6,L,28,Fell,1/1/1814,1814,13.78,78.57
Kamsagar,L6,L,1293,Fell,1/1/1902,1902,14.18,75.8
Tillaberi,L6,L,3000,Fell,1/1/1970,1970,14.25,1.53
Pampanga,L5,L,10500,Fell,1/1/1859,1859,15.08,120.7
New Halfa,L4,L,12000,Fell,1/1/1994,1994,15.37,35.68
Phuoc-Binh,L5,L,11000,Fell,1/1/1941,1941,15.72,108.1
Mughsayl,L6,L,300,Found,1/1/2005,2005,16.92,53.79
Boumdeid (2011),L6,L,3599,Fell,1/1/2011,2011,17.17,-11.34
Boumdeid (2003),L6,L,190,Fell,1/1/2003,2003,17.71,-11.37
Kalumbi,L6,L,4500,Fell,1/1/1879,1879,17.83,73.98
Thumrayt 002,L3.5,L,3072,Found,1/1/2007,2007,17.97,54.07
Dhofar 274,L6,L,2475,Found,1/1/2001,2001,18.06,54.05
Dhofar 1687,L6,L,394.6,Found,1/1/2011,2011,18.09,54.09
Shişr 025,L6,L,7293.48,Found,1/1/1998,1998,18.11,53.83
Dhofar 006,L5,L,364.5,Found,1/1/1999,1999,18.13,54.11
Dhofar 286,L6,L,1453,Found,1/1/2001,2001,18.13,54.12
Dhofar 509,L6,L,238,Found,1/1/2000,2000,18.14,54.07
Dhofar 1088,L~6,L,470,Found,1/1/2004,2004,18.15,54.11
Dhofar 111,L5,L,114,Found,1/1/2000,2000,18.16,54.09
Dhofar 496,L4,L,354,Found,1/1/2000,2000,18.16,54.11
Dhofar 864,L6,L,1233,Found,1/1/2002,2002,18.16,54.16
Dhofar 1506,L~6,L,362.2,Found,1/1/2009,2009,18.16,54.18
Dhofar 1505,L~6,L,222.2,Found,1/1/2009,2009,18.16,54.27
Shişr 022,L5,L,255.25,Found,1/1/1998,1998,18.17,53.85
Dhofar 1296,L5,L,48,Found,1/1/2002,2002,18.17,54.08
Dhofar 001,L6,L,46,Found,1/1/1999,1999,18.17,54.08
Dhofar 002,L5,L,36,Found,1/1/1999,1999,18.17,54.09
Dhofar 005,L6,L,125500,Found,1/1/2000,2000,18.17,54.17
Dhofar 1542,L6,L,500,Found,1/1/2008,2008,18.17,54.28
Dhofar 112,L6,L,201,Found,1/1/2000,2000,18.18,54.1
Dhofar 849,L6,L,146,Found,1/1/2001,2001,18.18,54.1
Dhofar 196,L6,L,584,Found,1/1/1999,1999,18.18,54.15
Dhofar 533,L6,L,308,Found,1/1/2000,2000,18.18,54.18
Dhofar 318,L6,L,522,Found,1/1/2001,2001,18.18,54.18
Dhofar 808,L6,L,2.5,Found,1/1/2001,2001,18.18,54.2
Shişr 108,L~5,L,35.41,Found,1/1/2001,2001,18.19,53.8
Shişr 107,L~6,L,106.61,Found,1/1/2001,2001,18.19,53.81
Dhofar 642,L6,L,135,Found,1/1/2001,2001,18.19,53.81
Dhofar 113,L6,L,356,Found,1/1/2000,2000,18.19,54.11
Dhofar 1688,L5,L,52.5,Found,1/1/2011,2011,18.19,54.27
Dhofar 848,L5,L,162,Found,1/1/2001,2001,18.2,54.28
Shişr 031,L6,L,503.76,Found,1/1/2003,2003,18.21,53.85
Shişr 176,L6,L,1170,Found,1/1/2010,2010,18.22,53.82
Dhofar 1504,L~5,L,208.2,Found,1/1/2009,2009,18.22,54.25
Dhofar 1281,L6,L,140,Found,1/1/2005,2005,18.22,54.31
Dhofar 1531,L6,L,2100,Found,1/1/2006,2006,18.22,54.32
Dhofar 399,L6,L,283,Found,1/1/2001,2001,18.22,54.7
Dhofar 206,L3.7,L,190,Found,1/1/2000,2000,18.24,54.14
Dhofar 525,L5,L,50,Found,1/1/2000,2000,18.24,54.14
Shişr 138,L~6,L,17.4,Found,1/1/2007,2007,18.25,53.99
Shişr 118,L/LL4,L,10.2,Found,1/1/2007,2007,18.25,54
Shişr 137,L~4,L,150.9,Found,1/1/2007,2007,18.25,54
Shişr 112,L~6,L,36.8,Found,1/1/2007,2007,18.25,54
Shişr 139,L~6,L,17.2,Found,1/1/2007,2007,18.25,54
Dhofar 291,L5,L,1164,Found,1/1/2000,2000,18.25,54.1
Dhofar 221,L5,L,3536,Found,1/1/2000,2000,18.25,54.2
Dhofar 1279,L6,L,1588,Found,1/1/2005,2005,18.25,54.2
Dhofar 279,L6,L,1932,Found,1/1/2001,2001,18.27,54.34
Dhofar 009,L6,L,2102,Found,1/1/1999,1999,18.28,54.11
Dhofar 1712,L6,L,240,Found,1/1/2010,2010,18.3,54.15
Dhofar 505,L5,L,375,Found,1/1/2000,2000,18.3,54.19
Dhofar 138,L6,L,5640,Found,1/1/2000,2000,18.31,54.37
Shişr 167,L6,L,17.65,Found,1/1/2009,2009,18.32,53.39
Dhofar 755,L6,L,547,Found,1/1/2000,2000,18.32,54.24
Dhofar 149,L4,L,216,Found,1/1/2000,2000,18.32,54.32
Dhofar 148,L6,L,5432,Found,1/1/2000,2000,18.32,54.48
Zapotitlán Salinas,L4,L,27.7,Found,1/1/1984,1984,18.33,-97.5
Shişr 014,L5,L,2579,Found,1/1/2004,2004,18.33,53.89
Dhofar 1656,L6,L,420,Found,1/1/2011,2011,18.33,54.4
Dhofar 008,L3.3,L,2200,Found,1/1/1999,1999,18.34,54.19
Dhofar 1306,L4,L,104,Found,1/1/2004,2004,18.34,54.26
Dhofar 146,L6,L,8795,Found,1/1/2000,2000,18.34,54.42
Dhofar 139,L6,L,1815,Found,1/1/2000,2000,18.34,54.45
Dhofar 140,L5,L,3170,Found,1/1/2000,2000,18.34,54.51
Dhofar 1523,L4,L,234,Found,1/1/2008,2008,18.35,54.24
Dhofar 947,L5-6,L,170,Found,1/1/2002,2002,18.35,54.24
Dhofar 1462,L~4,L,400.8,Found,1/1/2008,2008,18.35,54.25
Dhofar 277,L6,L,1930,Found,1/1/2001,2001,18.35,54.34
Dhofar 264,L6,L,474.4,Found,1/1/2001,2001,18.35,54.42
Dhofar 012,L4,L,4472,Found,1/1/2000,2000,18.36,54.23
Dhofar 1659,L6,L,3695,Found,1/1/2011,2011,18.36,54.41
Dhofar 1544,L4,L,2808,Found,1/1/2008,2008,18.36,54.57
Dhofar 528,L5,L,374,Found,1/1/2001,2001,18.37,54.15
Dhofar 530,L4,L,240,Found,1/1/2001,2001,18.37,54.23
Dhofar 333,L6,L,410,Found,1/1/2000,2000,18.38,54.14
Dhofar 273,L5,L,2085,Found,1/1/2001,2001,18.38,54.15
Dhofar 114,L6,L,184,Found,1/1/2000,2000,18.38,54.23
Dhofar 142,L4,L,1835,Found,1/1/2000,2000,18.38,54.24
Dhofar 327,L6,L,421,Found,1/1/2001,2001,18.39,54.13
Dhofar 844,L6,L,182,Found,1/1/2001,2001,18.39,54.16
Dhofar 201,L5,L,139,Found,1/1/1999,1999,18.39,54.17
Dhofar 1692,L6,L,1568,Found,1/1/2011,2011,18.39,54.54
Dhofar 1558,L4,L,11400,Found,1/1/2009,2009,18.39,54.66
Dhofar 856,L6,L,145,Found,1/1/2001,2001,18.4,54.27
Dhofar 1636,L5,L,1078,Found,1/1/2004,2004,18.4,54.32
Dhofar 1655,L6,L,1218,Found,1/1/2011,2011,18.4,54.49
Dhofar 1521,L6,L,1940,Found,1/1/2008,2008,18.4,54.55
Dhofar 1638,L5,L,1248,Found,1/1/2004,2004,18.41,54.31
Dhofar 782,L6,L,708,Found,1/1/2000,2000,18.41,54.63
Shişr 006,L3.9,L,432,Found,1/1/2000,2000,18.42,53.99
Dhofar 1317,L6,L,12,Found,1/1/2001,2001,18.42,54.1
Shişr 035,L6,L,355.06,Found,1/1/2003,2003,18.43,54.04
Dhofar 531,L6,L,258,Found,1/1/2001,2001,18.43,54.11
Dhofar 707,L5,L,205,Found,1/1/2001,2001,18.43,54.16
Dhofar 1032,L4/5,L,81.1,Found,1/1/2003,2003,18.43,54.17
Dhofar 272,L5,L,2073,Found,1/1/2001,2001,18.44,54.12
Dhofar 147,L4,L,200,Found,1/1/2000,2000,18.44,54.24
Dhofar 233,L6,L,93,Found,1/1/2000,2000,18.45,54.1
Dhofar 1463,L/LL~4,L,23.6,Found,1/1/2008,2008,18.45,54.16
Dhofar 710,L6,L,182,Found,1/1/2001,2001,18.46,54.01
Dhofar 284,L6,L,1337,Found,1/1/2001,2001,18.46,54.03
Dhofar 349,L6,L,412,Found,1/1/2001,2001,18.46,54.28
Dhofar 1693,L4,L,1049,Found,1/1/2011,2011,18.46,54.65
Dhofar 1557,L6,L,432,Found,1/1/2009,2009,18.46,54.66
Dhofar 297,L6,L,698,Found,1/1/2001,2001,18.47,54.15
Dhofar 325,L3.5,L,584,Found,1/1/2001,2001,18.48,54.14
Dhofar 348,L5,L,419,Found,1/1/2001,2001,18.48,54.33
Dhofar 288,L6,L,996,Found,1/1/2001,2001,18.49,54.13
Dhofar 711,L5,L,370,Found,1/1/2001,2001,18.5,54.04
Shişr 001,L6,L,936.8,Found,1/1/2001,2001,18.51,53.99
Dhofar 929,L5,L,602,Found,1/1/2002,2002,18.52,54.23
Dhofar 1576,L5,L,7700,Found,1/1/2010,2010,18.52,54.23
Dhofar 1284,L5/6,L,558,Found,1/1/2005,2005,18.53,54.03
Dhofar 1250,L3.8,L,142,Found,1/1/2005,2005,18.53,54.17
Dhofar 1546,L5,L,119,Found,1/1/2008,2008,18.53,54.64
Dhofar 1537,L6,L,48,Found,1/1/2006,2006,18.53,54.64
Shişr 018,L6,L,116.54,Found,1/1/2001,2001,18.54,53.93
Shişr 037,L5,L,1508.6,Found,1/1/2002,2002,18.54,53.94
Shişr 105,L5,L,490.5,Found,1/1/2002,2002,18.54,53.98
Shişr 008,L5,L,244,Found,1/1/2002,2002,18.54,54
Dhofar 1006,L6,L,155.67,Found,1/1/2002,2002,18.54,54
Shişr 104,L5,L,550,Found,1/1/2002,2002,18.55,53.91
Shişr 015,L5,L,3409.3,Found,1/1/2001,2001,18.55,53.92
Shişr 038,L5,L,379.85,Found,1/1/2002,2002,18.55,53.93
Shişr 175,L~5,L,852,Found,1/1/2000,2000,18.55,53.94
Shişr 041,L5,L,1400.2,Found,1/1/2002,2002,18.55,53.94
Shişr 040,L4-5,L,121.41,Found,1/1/2002,2002,18.55,53.95
Shişr 046,L5,L,182,Found,1/1/2005,2005,18.55,53.95
Shişr 039,L4-5,L,2123.2,Found,1/1/2002,2002,18.55,53.96
Shişr 010,L5,L,17604,Found,1/1/2001,2001,18.55,53.97
Shişr 023,L5,L,841,Found,1/1/1998,1998,18.55,53.99
Shişr 047,L6,L,396,Found,1/1/2005,2005,18.55,53.99
Shişr 024,L5,L,900.84,Found,1/1/1998,1998,18.55,54
Dhofar 1282,L5,L,582,Found,1/1/2005,2005,18.55,54
Shişr 048,L5/6,L,375,Found,1/1/2005,2005,18.55,54
Dhofar 1009,L4,L,334.23,Found,1/1/2003,2003,18.55,54.01
Dhofar 1007,L4,L,87.77,Found,1/1/2003,2003,18.55,54.02
Dhofar 1283,L5,L,502,Found,1/1/2005,2005,18.55,54.02
Dhofar 1008,L5,L,76.45,Found,1/1/2002,2002,18.55,54.03
Dhofar 1012,L6,L,144.87,Found,1/1/2002,2002,18.55,54.03
Dhofar 1011,L3,L,292.8,Found,1/1/2002,2002,18.55,54.04
Dhofar 813,L5,L,75.87,Found,1/1/2001,2001,18.55,54.12
Dhofar 299,L3.9,L,410,Found,1/1/2001,2001,18.55,54.31
Shişr 011,L4,L,478,Found,1/1/2001,2001,18.56,53.91
Dhofar 1014,L4,L,298.27,Found,1/1/2002,2002,18.56,54
Dhofar 1001,L6,L,606.97,Found,1/1/1998,1998,18.56,54
Dhofar 1013,L4,L,194.05,Found,1/1/2003,2003,18.56,54.02
Dhofar 1016,L5,L,125.21,Found,1/1/2003,2003,18.56,54.05
Dhofar 809,L4,L,25.42,Found,1/1/2001,2001,18.56,54.1
Dhofar 1002,L6,L,61.82,Found,1/1/2001,2001,18.56,54.1
Dhofar 812,L5,L,24.87,Found,1/1/2001,2001,18.56,54.11
Dhofar 1469,L~6,L,110,Found,1/1/2008,2008,18.56,54.17
Dhofar 1598,L6,L,766,Found,1/1/2004,2004,18.56,54.49
Shişr 042,L6,L,393.86,Found,1/1/2003,2003,18.57,53.82
Dhofar 806,L5,L,117.24,Found,1/1/2001,2001,18.57,54.08
Dhofar 1467,L~5,L,1305.1,Found,1/1/2008,2008,18.57,54.16
Dhofar 1466,L~6,L,268,Found,1/1/2008,2008,18.57,54.17
Dhofar 1465,L~6,L,236.6,Found,1/1/2008,2008,18.57,54.17
Dhofar 1632,L5,L,110,Found,1/1/2004,2004,18.57,54.45
Dhofar 347,L6,L,62,Found,1/1/2001,2001,18.57,54.46
Dhofar 941,L6,L,74,Found,1/1/2002,2002,18.58,54.2
Dhofar 281,L3.8,L,4936,Found,1/1/2001,2001,18.58,54.3
